source,target
သူသည် အမှန်တရားကို၎င်း၊ အမှားကို၎င်း၊ လိမ်လည်မှုကိုပါ မယုံကြည်ချေ။,သူသည် အမှန်တရားကို၎င်း၊ အမှားကို၎င်း၊ လိမ်လည်မှုကိုပါ၎င်း မယုံကြည်ချေ။
ကျွန်ုပ်သည် အတ္တကို၎င်း၊ မေတ္တာကို၎င်း၊ ကရုဏာကိုပါ မရှိချေ။,ကျွန်ုပ်သည် အတ္တကို၎င်း၊ မေတ္တာကို၎င်း၊ ကရုဏာကိုပါ၎င်း မရှိချေ။
သူသည် အစာကို၎င်း၊ ရေကို၎င်း၊ အဝတ်အစားကိုပါ မလိုချေ။,သူသည် အစာကို၎င်း၊ ရေကို၎င်း၊ အဝတ်အစားကိုပါ၎င်း မလိုချေ။
ကျွန်တော်သည် အမြင်ကို၎င်း၊ အကြားကို၎င်း၊ အထိအတွေ့ကိုပါ မခံစားရချေ။,ကျွန်တော်သည် အမြင်ကို၎င်း၊ အကြားကို၎င်း၊ အထိအတွေ့ကိုပါ၎င်း မခံစားရချေ။
ထိုပုဂ္ဂိုလ်သည် စာအုပ်ကို၎င်း၊ စာရွက်ကို၎င်း၊ ကလောင်ကိုပါ မကိုင်ချေ။,ထိုပုဂ္ဂိုလ်သည် စာအုပ်ကို၎င်း၊ စာရွက်ကို၎င်း၊ ကလောင်ကိုပါ၎င်း မကိုင်ချေ။
ကျွန်ုပ်သည် အေးခြင်းကို၎င်း၊ ပူခြင်းကို၎င်း၊ မျှတခြင်းကိုပါ မသိချေ။,ကျွန်ုပ်သည် အေးခြင်းကို၎င်း၊ ပူခြင်းကို၎င်း၊ မျှတခြင်းကိုပါ၎င်း မသိချေ။
ကျွန်တော်သည် တိုက်ပွဲကို၎င်း၊ ငြိမ်းချမ်းရေးကို၎င်း၊ စစ်ပွဲကိုပါ မလိုချေ။,ကျွန်တော်သည် တိုက်ပွဲကို၎င်း၊ ငြိမ်းချမ်းရေးကို၎င်း၊ စစ်ပွဲကိုပါ၎င်း မလိုချေ။
သူသည် သေခြင်းကို၎င်း၊ ရှင်ခြင်းကို၎င်း၊ ထာဝရကိုပါ မသိချေ။,သူသည် သေခြင်းကို၎င်း၊ ရှင်ခြင်းကို၎င်း၊ ထာဝရကိုပါ၎င်း မသိချေ။
ကျွန်ုပ်သည် လူကို၎င်း၊ တိရစ္ဆာန်ကို၎င်း၊ အပင်ကိုပါ မကြောက်ချေ။,ကျွန်ုပ်သည် လူကို၎င်း၊ တိရစ္ဆာန်ကို၎င်း၊ အပင်ကိုပါ၎င်း မကြောက်ချေ။
သူသည် အနာဂတ်ကို၎င်း၊ အတိတ်ကို၎င်း၊ ပစ္စုပ္ပန်ကိုပါ မတွေးတောချေ။,သူသည် အနာဂတ်ကို၎င်း၊ အတိတ်ကို၎င်း၊ ပစ္စုပ္ပန်ကိုပါ၎င်း မတွေးတောချေ။
ကျွန်တော်သည် စာဖတ်ခြင်းကို၎င်း၊ စာရေးခြင်းကို၎င်း၊ စကားပြောခြင်းကိုပါ မလုပ်ချေ။,ကျွန်တော်သည် စာဖတ်ခြင်းကို၎င်း၊ စာရေးခြင်းကို၎င်း၊ စကားပြောခြင်းကိုပါ၎င်း မလုပ်ချေ။
ထိုအရာသည် အကောင်းကို၎င်း၊ အဆိုးကို၎င်း၊ အလယ်အလတ်ကိုပါ မသိချေ။,ထိုအရာသည် အကောင်းကို၎င်း၊ အဆိုးကို၎င်း၊ အလယ်အလတ်ကိုပါ၎င်း မသိချေ။
ကျွန်ုပ်သည် အမှန်ကို၎င်း၊ အမှားကို၎င်း၊ အစစ်အမှန်ကိုပါ မပြောချေ။,ကျွန်ုပ်သည် အမှန်ကို၎င်း၊ အမှားကို၎င်း၊ အစစ်အမှန်ကိုပါ၎င်း မပြောချေ။
သူသည် အလှကို၎င်း၊ အချိုးကို၎င်း၊ အဆင်ကိုပါ မသိချေ။,သူသည် အလှကို၎င်း၊ အချိုးကို၎င်း၊ အဆင်ကိုပါ၎င်း မသိချေ။
ကျွန်တော်သည် ဤဘဝကို၎င်း၊ ထိုဘဝကို၎င်း၊ နောင်ဘဝကိုပါ မရှိချေ။,ကျွန်တော်သည် ဤဘဝကို၎င်း၊ ထိုဘဝကို၎င်း၊ နောင်ဘဝကိုပါ၎င်း မရှိချေ။
ထိုအလုပ်ကို သူလုပ်သည်ဖြစ်စေ၊ ငါလုပ်သည်ဖြစ်စေ၊ အရေးမကြီးပါ။,ထိုအလုပ်ကို သူလုပ်သည်ဖြစ်စေ၊ ငါလုပ်သည်ဖြစ်စေ၊ တခြားလူလုပ်သည်ဖြစ်စေ အရေးမကြီးပါ။
ဤပန်းချီကားက အနုပညာကိုဖြစ်စေ၊ ဂီတကိုဖြစ်စေ၊ ရုပ်ရှင်ကိုပါ သရုပ်ဖော်သည်။,ဤပန်းချီကားက အနုပညာကိုဖြစ်စေ၊ ဂီတကိုဖြစ်စေ၊ ရုပ်ရှင်ကိုဖြစ်စေ သရုပ်ဖော်သည်။
သူသည် အမှန်တရားကိုဖြစ်စေ၊ အမှားကိုဖြစ်စေ၊ လိမ်လည်မှုကိုပါ မနှစ်သက်ချေ။,သူသည် အမှန်တရားကိုဖြစ်စေ၊ အမှားကိုဖြစ်စေ၊ လိမ်လည်မှုကိုဖြစ်စေ မနှစ်သက်ချေ။
ဤစီမံကိန်းသည် ပြည်တွင်းကိုဖြစ်စေ၊ ပြည်ပကိုဖြစ်စေ၊ ဒေသခံကိုပါ အကျိုးပြုသည်။,ဤစီမံကိန်းသည် ပြည်တွင်းကိုဖြစ်စေ၊ ပြည်ပကိုဖြစ်စေ၊ ဒေသခံကိုဖြစ်စေ အကျိုးပြုသည်။
သည်နေရာတွင် စားစရာကိုဖြစ်စေ၊ သောက်စရာကိုဖြစ်စေ၊ သုံးစွဲစရာကိုပါ မရနိုင်။,သည်နေရာတွင် စားစရာကိုဖြစ်စေ၊ သောက်စရာကိုဖြစ်စေ၊ သုံးစွဲစရာကိုဖြစ်စေ မရနိုင်။
